date,away_team,away_score,home_team,home_score,overtime
2024-10-18,Ferrum,4,Randolph Col,0,
2024-10-18,Framingham St,0,Worcester St,1,
2024-10-18,Hendrix,0,Centre,2,
2024-10-18,Rensselaer,0,Hobart & Smith,1,
2024-10-18,Austin Col,2,Schreiner,0,
2024-10-18,Univ Ozarks,1,McMurry,4,
2024-10-18,Millsaps,0,Berry,2,
2024-10-18,Misericordia,6,King's PA,0,
2024-10-18,Andrews,2,Mt Mary,1,
2024-10-18,Rhodes,0,Sewanee,2,
2024-10-18,Skidmore,2,Rochester Tech,2,
2024-10-18,TX Lutheran,1,St Thomas TX,0,
2024-10-18,Union NY,1,Ithaca,0,
2024-10-18,Vassar,4,St Lawrence,0,
2024-10-18,Westminster PA,2,St Vincent,1,
2024-10-18,Merchant Marine,1,Mt St Vincent,3,
2024-10-18,S Virginia,4,Pfeiffer,0,
2024-10-18,SUNY Maritime,0,Farmingdale,9,
2024-10-18,Dallas Univ,0,Trinity TX,4,
2024-10-19,Salem MA,2,MA Col Lib Arts,0,
2024-10-19,Rivier,0,St Joseph CT,0,
2024-10-19,Concordia WI,1,Concordia IL,0,
2024-10-19,Caltech,0,Cal Lutheran,3,
2024-10-19,Calvin,6,Albion,0,
2024-10-19,Ohio Northern,1,Capital,2,
2024-10-19,Carnegie Mellon,1,Emory,0,
2024-10-19,North Park,0,Carroll WI,3,
2024-10-19,N Central IL,2,Carthage,0,
2024-10-19,Case Western,0,Rochester NY,2,
2024-10-19,PSU-Abington,2,Cedar Crest,0,
2024-10-19,Occidental,1,Chapman,3,
2024-10-19,Chicago,4,Brandeis,1,
2024-10-19,Vassar,1,Clarkson,1,
2024-10-19,Luther IA,1,Coe,0,
2024-10-19,Colby-Sawyer,7,Mitchell,0,
2024-10-19,Rutgers-Newark,0,College of NJ,6,
2024-10-19,Macalester,0,St Catherine,4,
2024-10-19,Gust Adolphus,1,Concordia Mhd,0,
2024-10-19,Cornell IA,1,Ripon,0,
2024-10-19,Martin Luther,0,Crown MN,5,
2024-10-19,Curry,0,Suffolk,0,
2024-10-19,Stevens,9,Delaware Val,0,
2024-10-19,Denison,0,Wooster,1,
2024-10-19,DeSales,1,Arcadia,1,
2024-10-19,Dickinson,0,Swarthmore,0,
2024-10-19,WI Lutheran,0,Dominican IL,2,
2024-10-19,Rose-Hulman,3,Earlham,0,
2024-10-19,Roanoke,6,E Mennonite,0,
2024-10-19,Hamilton,2,Amherst,2,
2024-10-19,Howard Payne,2,E Texas Bap,1,
2024-10-19,Eastern Univ,1,Hood,0,
2024-10-19,Elmhurst,1,IL Wesleyan,0,
2024-10-19,Elmira,1,Brockport St,7,
2024-10-19,Waynesburg,1,Franciscan OH,1,
2024-10-19,Mt St Joseph,3,Franklin,0,
2024-10-19,Meredith,1,Greensboro,3,
2024-10-19,Greenville,5,MS Women,0,
2024-10-19,Augustana IL,1,Grinnell,1,
2024-10-19,Grove City,4,Chatham,0,
2024-10-19,Gwynedd-Mercy,0,Neumann,2,
2024-10-19,Carleton MN,4,Hamline,0,
2024-10-19,Hanover,10,Berea,0,
2024-10-19,Heidelberg,5,Mt Union,2,
2024-10-19,Hollins,0,Bridgewater VA,9,
2024-10-19,SUNY Poly,1,Houghton,2,
2024-10-19,Huntingdon,2,Maryville TN,6,
2024-10-19,Thomas ME,0,Husson,5,
2024-10-19,Lawrence,2,Illinois Col,1,
2024-10-19,Skidmore,1,Ithaca,2,
2024-10-19,Johns Hopkins,0,Frank & Marsh,1,
2024-10-19,Regis MA,0,J&W RI,0,
2024-10-19,Belhaven MS,0,Asbury,0,
2024-10-19,Scranton,4,Juniata,0,
2024-10-19,Kalamazoo,1,Trine,2,
2024-10-19,S Maine,7,Keene St,1,
2024-10-19,Hiram,2,Kenyon,0,
2024-10-19,Beloit,1,Knox,0,
2024-10-19,Pomona-Pitzer,4,La Verne,0,
2024-10-19,Lake Forest,7,Monmouth IL,0,
2024-10-19,Lakeland,0,Edgewood,1,
2024-10-19,Lasell,4,Simmons,1,
2024-10-19,FDU Madison,2,Lebanon Val,2,
2024-10-19,St Olaf,3,Augsburg,0,
2024-10-19,Simpson IA,0,Loras,1,
2024-10-19,Lycoming,1,Catholic,0,
2024-10-19,Webster,9,Lyon,0,
2024-10-19,Transylvania,13,Manchester,0,
2024-10-19,Milwaukee Eng,5,Aurora,0,
2024-10-19,Methodist,1,Mary Baldwin,0,
2024-10-19,Messiah,3,York PA,0,
2024-10-19,Millikin,2,Wheaton IL,0,
2024-10-19,Susquehanna,1,Moravian,2,
2024-10-19,Otterbein,5,Muskingum,0,
2024-10-19,NC Wesleyan,0,Brevard,3,
2024-10-19,Norwich,3,Elms,3,
2024-10-19,DePauw,1,Oberlin,1,
2024-10-19,Ohio Wesleyan,0,Wittenberg,0,
2024-10-19,Manhattanville,6,Old Westbury,0,
2024-10-19,Pacific OR,1,Whitworth,3,
2024-10-19,PSU-Harrisburg,0,St Mary's MD,0,
2024-10-19,Plattsburgh St,0,Oswego St,0,
2024-10-19,Redlands,1,Whittier,0,
2024-10-19,Rensselaer,1,Rochester Tech,2,
2024-10-19,Rowan,3,Montclair St,1,
2024-10-19,Keuka,1,Russell Sage,2,
2024-10-19,St Scholastica,0,St Mary's MN,3,
2024-10-19,Babson,1,Smith,0,
2024-10-19,Principia,0,Spalding,1,
2024-10-19,SUNY Canton,0,SUNY Oneonta,2,
2024-10-19,Anderson IN,5,Bluffton,1,
2024-10-19,SUNY Potsdam,0,SUNY Fredonia,2,
2024-10-19,UT Dallas,0,M Hardin-Baylor,0,
2024-10-19,Wash & Jeff,4,Thiel,0,
2024-10-19,Tufts,3,Middlebury,0,
2024-10-19,Union NY,1,Hobart & Smith,2,
2024-10-19,Hartford,5,U New England,1,
2024-10-19,Bryn Mawr,1,Ursinus,1,
2024-10-19,Utica,1,Nazareth,2,
2024-10-19,Wartburg,1,Central IA,1,
2024-10-19,Washington MD,1,Gettysburg,1,
2024-10-19,Wentworth Tech,1,Gordon,5,
2024-10-19,Bowdoin,0,Wesleyan CT,1,
2024-10-19,Bridgewater MA,3,MA Maritime,0,
2024-10-19,Eureka,0,Westminster MO,3,
2024-10-19,Wilkes,1,Elizabethtown,2,
2024-10-19,Willamette,1,Puget Sound,2,
2024-10-19,Wm Paterson,0,Kean,0,
2024-10-19,WI Oshkosh,0,WI Eau Claire,1,
2024-10-19,WI LaCrosse,5,WI River Falls,0,
2024-10-19,WI Stevens Pt,2,WI Whitewater,1,
2024-10-19,WI Platteville,4,WI Stout,0,
2024-10-19,Buffalo St,1,SUNY New Paltz,3,
2024-10-19,Albertus Magnus,1,N England Col,0,
2024-10-19,Stevenson,1,Albright,0,
2024-10-19,City Col NY,0,Lehman,1,
2024-10-19,Coast Guard,1,Worcester Tech,2,
2024-10-19,Colby,1,Trinity CT,1,
2024-10-19,La Roche,1,Alfred St,0,
2024-10-19,Cortland St,7,Morrisville St,0,
2024-10-19,Covenant,0,Piedmont,0,
2024-10-19,St Mary's IN,0,Alma,0,
2024-10-19,Widener,2,Alvernia,0,
2024-10-19,St Joseph's ME,1,Dean,0,
2024-10-19,Goucher,0,Drew,3,
2024-10-19,Anna Maria,0,Emmanuel MA,5,
2024-10-19,Alfred,0,Geneseo St,0,
2024-10-19,George Fox,0,Whitman,1,
2024-10-19,Hardin-Simmons,3,Le Tourneau,0,
2024-10-19,McDaniel,2,Haverford,0,
2024-10-19,Pitt-Greensburg,9,Hilbert,0,
2024-10-19,St Norbert,0,IL Tech,4,
2024-10-19,Marietta,0,John Carroll,2,
2024-10-19,Lancaster Bib,1,Penn Col Tech,2,
2024-10-19,Lynchburg,4,Randolph-Macon,1,
2024-10-19,Lesley,0,ME Farmington,1,
2024-10-19,ME Maritime,8,ME Presque Isle,1,
2024-10-19,Maranatha Bap,1,Faith Bap,4,
2024-10-19,Salisbury,0,Mary Washington,1,
2024-10-19,Adrian,5,Olivet MI,0,
2024-10-19,Marywood,0,Marymount VA,0,
2024-10-19,MA Dartmouth,2,Castleton,1,
2024-10-19,Salve Regina,1,MIT,6,
2024-10-19,Mt Aloysius,3,Pitt-Bradford,0,
2024-10-19,Mt St Vincent,6,SUNY Delhi,1,
2024-10-19,Mt St Mary NY,8,St Joseph's NY,0,
2024-10-19,Bard,0,St Lawrence,5,
2024-10-19,Notre Dame MD,0,Rosemont,3,
2024-10-19,Linfield,1,Pac Lutheran,3,
2024-10-19,R Stockton,3,Ramapo,1,
2024-10-19,WI Superior,2,Bethany Luth,1,
2024-10-19,NJ City,1,Rutgers-Camden,3,
2024-10-19,St Benedict,0,Bethel MN,1,
2024-10-19,Peace,1,Salem NC,0,
2024-10-19,Emerson,2,Springfield,1,
2024-10-19,St John Fisher,1,Hartwick,1,
2024-10-19,Washington StL,3,NYU,0,
2024-10-19,Endicott,0,W New England,1,
2024-10-19,Westfield St,5,Fitchburg St,1,
2024-10-19,Medgar Evers,0,Brooklyn Col,12,
2024-10-19,John Jay,9,York NY,0,
2024-10-19,Marian WI,4,Benedictine IL,0,
2024-10-19,Immaculata,2,Pratt Inst,3,
2024-10-19,MA Boston,3,W Connecticut,3,
2024-10-19,Mt Holyoke,1,Wheaton MA,1,
2024-10-19,NE Wesleyan,0,Dubuque,2,
2024-10-19,Roger Williams,5,Nichols,0,
2024-10-19,PSU-Altoona,0,PSU-Behrend,5,
2024-10-19,Plymouth St,0,E Connecticut,2,
2024-10-19,Sweet Briar,0,Washington & Lee,11,
2024-10-19,Wellesley,1,Clark MA,1,
2024-10-19,Cairn,6,Keystone,0,
2024-10-19,St Joseph's LI,8,Purchase,0,
2024-10-19,Baldwin-Wallace,1,Wilmington OH,1,
2024-10-19,Wilson,8,St Elizabeth,0,
2024-10-19,Trinity Bap,2,Agnes Scott,1,
2024-10-19,Bethany WV,1,Allegheny,2,
2024-10-19,CT College,0,Bates,1,
2024-10-19,Valley Forge,0,PSU-Berks,12,
2024-10-19,PSU-Schuylkill,19,Trinity DC,0,
2024-10-20,Centenary,0,McMurry,3,
2024-10-20,Chris Newport,0,Washington & Lee,0,
2024-10-20,Univ Ozarks,0,Concordia TX,4,
2024-10-20,Amherst,6,Sarah Lawrence,0,
2024-10-20,Guilford,1,Shenandoah,0,
2024-10-20,Hendrix,0,Sewanee,3,
2024-10-20,Husson,5,Keene St,1,
2024-10-20,Austin Col,1,Trinity TX,2,
2024-10-20,Averett,1,VA Wesleyan,3,
2024-10-20,Millsaps,0,Oglethorpe,4,
2024-10-20,Lawrence,6,Mt Mary,0,
2024-10-20,Pacific OR,1,Whitman,2,
2024-10-20,Rhodes,0,Centre,0,
2024-10-20,SW Univ TX,4,St Thomas TX,0,
2024-10-20,George Fox,0,Whitworth,3,
2024-10-20,Willamette,0,Pac Lutheran,3,
2024-10-20,Williams,10,Castleton,0,
2024-10-20,WI LaCrosse,2,Carleton MN,2,
2024-10-20,Hamilton,8,Mt St Mary NY,1,
2024-10-20,Linfield,1,Puget Sound,1,
2024-10-20,Fisher,0,Spartanburg Meth,2,
2024-10-20,Dallas Univ,0,Schreiner,1,
2024-10-20,ME Ft Kent,2,ME Presque Isle,0,
2024-10-20,SUNY Cobleskill,0,NVU-Johnson,1,
2024-10-21,IL Tech,0,Chicago,0,
2024-10-21,Washington Advt,1,Fisher,3,
2024-10-22,Alfred,0,Russell Sage,0,
2024-10-22,Peace,4,Pfeiffer,1,
2024-10-22,Lasell,1,Anna Maria,0,
2024-10-22,Calvin,6,Kalamazoo,1,
2024-10-22,Cedar Crest,0,Lancaster Bib,1,
2024-10-22,Albion,2,St Mary's IN,0,
2024-10-22,Chris Newport,5,Methodist,1,
2024-10-22,Concordia Mhd,1,Bethel MN,1,
2024-10-22,Grinnell,5,Cornell IA,0,
2024-10-22,Delaware Val,1,Misericordia,5,
2024-10-22,Oberlin,0,Denison,2,
2024-10-22,FDU Madison,1,DeSales,2,
2024-10-22,Stevenson,0,Eastern Univ,1,
2024-10-22,Geneva,0,Chatham,1,
2024-10-22,Albright,0,Hood,2,
2024-10-22,Hope,2,Adrian,0,
2024-10-22,Kenyon,0,Ohio Wesleyan,0,
2024-10-22,Penn Col Tech,9,Keystone,0,
2024-10-22,Knox,1,Monmouth IL,3,
2024-10-22,Beloit,0,Lake Forest,1,
2024-10-22,King's PA,2,Lebanon Val,2,
2024-10-22,Martin Luther,0,MN Morris,0,
2024-10-22,Mary Baldwin,1,Marymount VA,3,
2024-10-22,Alvernia,0,Messiah,5,
2024-10-22,Mt Mary,1,Ripon,4,
2024-10-22,Bethany Luth,4,Northwestern MN,2,
2024-10-22,Notre Dame MD,0,Wilson,5,
2024-10-22,St Mary's MD,6,Rosemont,0,
2024-10-22,St Mary's MN,2,Macalester,0,
2024-10-22,Gust Adolphus,2,St Olaf,2,
2024-10-22,St Benedict,5,St Scholastica,2,
2024-10-22,Trine,5,Alma,0,
2024-10-22,Tufts,4,Bridgewater MA,1,
2024-10-22,J&W NC,0,Brevard,3,
2024-10-22,DePauw,2,Wittenberg,1,
2024-10-22,Wooster,2,Hiram,0,
2024-10-22,York PA,3,Widener,0,
2024-10-22,Bryn Athyn,1,PSU-Abington,3,
2024-10-22,Emmanuel MA,6,St Joseph's ME,1,
2024-10-22,Andrews,1,Maranatha Bap,4,
2024-10-22,Arcadia,0,Stevens,4,
2024-10-22,N Central MN,0,WI Superior,1,
2024-10-22,Simmons,1,Regis MA,0,
2024-10-22,RI College,0,Wesleyan CT,5,
2024-10-22,CT College,1,Trinity CT,1,
2024-10-22,St Michael's,5,NVU-Johnson,0,
2024-10-22,Trinity TX,3,Schreiner,0,
2024-10-22,Bethany WV,3,Wash & Jeff,0,
2024-10-22,St Joseph CT,4,Mitchell,0,
2024-10-22,PSU-Berks,12,PSU-Brandywine,0,
2024-10-23,Carolina Univ,2,Bob Jones,2,
2024-10-23,Pomona-Pitzer,1,Cal Lutheran,0,
2024-10-23,Carroll WI,1,Wheaton IL,0,
2024-10-23,Carthage,1,Augustana IL,2,
2024-10-23,Chapman,1,Caltech,0,
2024-10-23,Central IA,5,Coe,0,
2024-10-23,Elms,1,Colby-Sawyer,2,
2024-10-23,NJ City,0,College of NJ,3,
2024-10-23,St Catherine,2,Hamline,0,
2024-10-23,Edgewood,0,Concordia IL,0,
2024-10-23,Allegheny,2,Franciscan OH,1,
2024-10-23,U New England,2,Curry,1,
2024-10-23,Dominican CA,0,UC Santa Cruz,2,
2024-10-23,Dominican IL,9,Rockford,0,
2024-10-23,Berea,0,Earlham,5,
2024-10-23,E Mennonite,0,Washington & Lee,4,
2024-10-23,Ferrum,2,Roanoke,2,
2024-10-23,E Connecticut,9,Framingham St,0,
2024-10-23,Franklin,3,Manchester,0,
2024-10-23,Lyon,0,Greenville,5,
2024-10-23,St Vincent,2,Grove City,4,
2024-10-23,VA Wesleyan,2,Guilford,1,
2024-10-23,NC Wesleyan,1,Regent,0,
2024-10-23,Gwynedd-Mercy,0,Marywood,5,
2024-10-23,Hanover,1,Transylvania,2,
2024-10-23,Heidelberg,0,John Carroll,1,
2024-10-23,Hendrix,2,Belhaven MS,1,
2024-10-23,Hollins,0,Shenandoah,9,
2024-10-23,Houghton,2,Geneseo St,6,
2024-10-23,Huntingdon,5,Wesleyan GA,0,
2024-10-23,Husson,2,ME Maritime,0,
2024-10-23,N Central IL,6,IL Wesleyan,0,
2024-10-23,PSU-Harrisburg,0,Johns Hopkins,4,
2024-10-23,J&W RI,3,Rivier,0,
2024-10-23,Maryville TN,1,Asbury,0,
2024-10-23,Juniata,1,Susquehanna,1,
2024-10-23,Keene St,1,Salem MA,0,
2024-10-23,Redlands,1,La Verne,3,
2024-10-23,Loras,5,Luther IA,0,
2024-10-23,Lycoming,1,Wilkes,0,
2024-10-23,Aurora,1,WI Lutheran,1,
2024-10-23,Averett,12,Sweet Briar,0,
2024-10-23,Millikin,1,North Park,0,
2024-10-23,Mt Union,3,Baldwin-Wallace,1,
2024-10-23,Elizabethtown,0,Moravian,0,
2024-10-23,Muskingum,1,Marietta,2,
2024-10-23,N England Col,0,Norwich,5,
2024-10-23,Farmingdale,10,Old Westbury,0,
2024-10-23,Otterbein,1,Ohio Northern,3,
2024-10-23,Benedictine IL,1,IL Tech,6,
2024-10-23,Plattsburgh St,3,SUNY Potsdam,0,
2024-10-23,Randolph Col,1,Randolph-Macon,2,
2024-10-23,Kean,1,Rowan,2,
2024-10-23,Smith,1,Coast Guard,0,
2024-10-23,SUNY Canton,0,Cortland St,8,
2024-10-23,Mt St Joseph,10,Bluffton,1,
2024-10-23,SUNY Oneonta,0,SUNY New Paltz,3,
2024-10-23,Westminster PA,7,Thiel,0,
2024-10-23,St Lawrence,2,Utica,0,
2024-10-23,Wentworth Tech,1,Roger Williams,2,
2024-10-23,Whitman,0,Whitworth,1,
2024-10-23,Wm Paterson,1,Rutgers-Camden,1,
2024-10-23,WI LaCrosse,4,WI Stout,1,
2024-10-23,WI Stevens Pt,1,WI Oshkosh,0,
2024-10-23,WI River Falls,0,Carleton MN,2,
2024-10-23,WI Whitewater,0,WI Platteville,0,
2024-10-23,Buena Vista,0,NE Wesleyan,1,
2024-10-23,Oswego St,1,Buffalo St,0,
2024-10-23,Dean,0,Albertus Magnus,2,
2024-10-23,York NY,0,City Col NY,10,
2024-10-23,Covenant,4,Agnes Scott,0,
2024-10-23,Scranton,2,Drew,0,
2024-10-23,Nichols,1,Gordon,5,
2024-10-23,Pitt-Bradford,0,Hilbert,0,
2024-10-23,Brooklyn Col,0,John Jay,5,
2024-10-23,Piedmont,4,LaGrange,0,
2024-10-23,Medgar Evers,1,Lehman,9,
2024-10-23,Bridgewater VA,1,Lynchburg,1,
2024-10-23,ME Farmington,6,ME Presque Isle,0,
2024-10-23,Lakeland,1,Marian WI,3,
2024-10-23,Mary Washington,2,S Virginia,0,
2024-10-23,MIT,4,Babson,0,
2024-10-23,Ramapo,0,Montclair St,2,
2024-10-23,Clark MA,0,Mt Holyoke,1,
2024-10-23,Mt St Vincent,10,St Joseph's NY,0,
2024-10-23,Nazareth,6,SUNY Poly,0,
2024-10-23,Neumann,2,Immaculata,2,
2024-10-23,Claremont M.S.,1,Occidental,0,
2024-10-23,Puget Sound,0,Pac Lutheran,0,
2024-10-23,R Stockton,4,Rutgers-Newark,0,
2024-10-23,S Maine,2,Bates,1,
2024-10-23,Worcester Tech,0,Springfield,1,
2024-10-23,St John Fisher,1,PSU-Behrend,2,
2024-10-23,SUNY Fredonia,4,Morrisville St,0,
2024-10-23,Thomas ME,0,Lesley,2,
2024-10-23,W New England,1,Hartford,3,
2024-10-23,Plymouth St,1,Westfield St,4,
2024-10-23,Purchase,0,Manhattanville,5,
2024-10-23,Merchant Marine,5,SUNY Maritime,1,
2024-10-23,Rose-Hulman,2,Anderson IN,1,
2024-10-23,St Norbert,0,Milwaukee Eng,0,
2024-10-23,Wheaton MA,2,Salve Regina,1,
2024-10-23,Simpson IA,3,Dubuque,1,
2024-10-23,Suffolk,1,Endicott,1,
2024-10-23,Wellesley,0,Emerson,2,
2024-10-23,Pitt-Greensburg,2,La Roche,0,
2024-10-23,Sarah Lawrence,3,St Joseph's LI,1,
2024-10-23,Wilmington OH,1,Capital,2,
2024-10-23,Catholic,6,Goucher,0,
2024-10-23,Pratt Inst,6,Centenary NJ,3,
2024-10-23,Carlow,0,PSU-Altoona,5,
2024-10-24,Brevard,3,Peace,1,
2024-10-24,Adrian,1,St Mary's IN,0,
2024-10-24,Trinity DC,0,Washington Advt,7,
2024-10-24,UT Dallas,2,Hardin-Simmons,3,
2024-10-24,M Hardin-Baylor,1,Howard Payne,0,
2024-10-25,Washington StL,3,Carnegie Mellon,0,
2024-10-25,Chicago,2,Case Western,3,
2024-10-25,Centenary,0,SW Univ TX,3,
2024-10-25,Hartwick,0,Alfred,0,
2024-10-25,Concordia TX,2,Austin Col,0,
2024-10-25,Millsaps,0,Huntingdon,1,
2024-10-25,Piedmont,0,Maryville TN,3,
2024-10-25,McMurry,3,Dallas Univ,2,
2024-10-25,MS Women,0,Webster,3,
2024-10-25,Dean,0,Norwich,1,
2024-10-25,NYU,1,Rochester NY,2,
2024-10-25,St Thomas TX,0,Trinity TX,1,
2024-10-25,Brandeis,0,Emory,1,
2024-10-25,Univ Ozarks,1,TX Lutheran,9,
2024-10-25,MA Col Lib Arts,0,Fitchburg St,3,
2024-10-25,Franklin,0,Anderson IN,0,
2024-10-25,SUNY Delhi,3,SUNY-ESF,0,
2024-10-26,Keystone,7,Valley Forge,0,
2024-10-26,Whittier,1,Cal Lutheran,2,
2024-10-26,Capital,0,Otterbein,1,
2024-10-26,IL Wesleyan,0,Carroll WI,2,
2024-10-26,Carthage,0,Elmhurst,1,
2024-10-26,Cedar Crest,1,Notre Dame MD,0,
2024-10-26,Pomona-Pitzer,1,Chapman,0,
2024-10-26,Adrian,2,Albion,0,
2024-10-26,Chris Newport,4,Salisbury,1,
2024-10-26,Clarkson,3,Rensselaer,0,
2024-10-26,Coe,0,Loras,5,
2024-10-26,Wesleyan CT,1,Colby,0,
2024-10-26,St Catherine,3,Concordia Mhd,0,
2024-10-26,Crown MN,7,N Central MN,0,
2024-10-26,Curry,1,W New England,3,
2024-10-26,Arcadia,5,Delaware Val,2,
2024-10-26,Denison,6,Hiram,0,
2024-10-26,DeSales,0,Misericordia,3,
2024-10-26,Dickinson,2,Ursinus,1,
2024-10-26,Dominican IL,0,Concordia WI,0,
2024-10-26,Earlham,0,Hanover,4,
2024-10-26,E Mennonite,1,Averett,1,
2024-10-26,Amherst,2,Bowdoin,2,
2024-10-26,E Texas Bap,3,Le Tourneau,1,
2024-10-26,Alvernia,0,Eastern Univ,2,
2024-10-26,Nazareth,3,Elmira,0,
2024-10-26,Bridgewater VA,3,Ferrum,0,
2024-10-26,MA Maritime,0,Framingham St,1,
2024-10-26,Waynesburg,5,Geneva,2,
2024-10-26,NC Wesleyan,0,Greensboro,2,
2024-10-26,Greenville,8,Blackburn,0,
2024-10-26,Grinnell,1,Beloit,0,
2024-10-26,Wash & Jeff,0,Grove City,7,
2024-10-26,Guilford,9,Sweet Briar,0,
2024-10-26,Hamline,2,Macalester,3,
2024-10-26,Muskingum,0,Heidelberg,5,
2024-10-26,Hendrix,0,Rhodes,3,
2024-10-26,Hobart & Smith,6,Bard,0,
2024-10-26,Randolph Col,6,Hollins,0,
2024-10-26,Hood,4,Widener,0,
2024-10-26,Kalamazoo,2,Hope,2,
2024-10-26,Russell Sage,3,Houghton,1,
2024-10-26,Illinois Col,1,Lake Forest,4,
2024-10-26,Vassar,2,Ithaca,1,
2024-10-26,Haverford,1,Johns Hopkins,2,
2024-10-26,St Joseph's ME,0,J&W RI,3,
2024-10-26,Juniata,0,Moravian,1,
2024-10-26,Kenyon,1,DePauw,2,
2024-10-26,Knox,0,Lawrence,4,
2024-10-26,La Verne,0,Occidental,0,
2024-10-26,Lebanon Val,0,Stevens,5,
2024-10-26,Puget Sound,3,Lewis & Clark,2,
2024-10-26,Augsburg,3,St Scholastica,0,
2024-10-26,Drew,1,Lycoming,3,
2024-10-26,Lyon,0,Principia,1,
2024-10-26,Lesley,3,ME Maritime,3,
2024-10-26,Berea,1,Manchester,1,
2024-10-26,Aurora,0,St Norbert,3,
2024-10-26,WI Superior,4,Martin Luther,0,
2024-10-26,Mary Baldwin,3,Pfeiffer,0,
2024-10-26,Messiah,3,Stevenson,0,
2024-10-26,Peace,0,Methodist,3,
2024-10-26,Augustana IL,0,Millikin,4,
2024-10-26,Baldwin-Wallace,5,Marietta,0,
2024-10-26,Mt Union,0,Ohio Northern,4,
2024-10-26,Washington MD,2,Muhlenberg,0,
2024-10-26,N Central IL,4,North Park,0,
2024-10-26,MN Morris,1,Northwestern MN,5,
2024-10-26,Wittenberg,3,Oberlin,0,
2024-10-26,Ohio Wesleyan,0,Wooster,0,
2024-10-26,Purchase,0,Old Westbury,1,
2024-10-26,PSU-Harrisburg,2,PSU-Abington,0,
2024-10-26,Benedictine IL,0,Milwaukee Eng,4,
2024-10-26,Redlands,0,UC Santa Cruz,3,
2024-10-26,Monmouth IL,4,Ripon,2,
2024-10-26,Randolph-Macon,1,Roanoke,0,
2024-10-26,Rose-Hulman,0,Mt St Joseph,1,
2024-10-26,Ramapo,0,Rowan,8,
2024-10-26,St Mary's MN,0,Carleton MN,0,
2024-10-26,St Olaf,2,St Benedict,1,
2024-10-26,Chatham,2,St Vincent,1,
2024-10-26,St Lawrence,1,Skidmore,0,
2024-10-26,Smith,0,Wheaton MA,0,
2024-10-26,Plattsburgh St,2,SUNY Canton,0,
2024-10-26,Farmingdale,2,Manhattanville,0,
2024-10-26,SUNY Fredonia,2,SUNY Oneonta,0,
2024-10-26,SUNY Potsdam,2,Morrisville St,1,
2024-10-26,Susquehanna,0,Scranton,3,
2024-10-26,UT Dallas,0,Howard Payne,2,
2024-10-26,Allegheny,11,Thiel,0,
2024-10-26,Rochester Tech,1,Union NY,0,
2024-10-26,Gordon,3,U New England,3,
2024-10-26,Brockport St,2,Utica,0,
2024-10-26,Brevard,2,S Virginia,0,
2024-10-26,Wartburg,0,Simpson IA,1,
2024-10-26,Hartford,7,Wentworth Tech,0,
2024-10-26,Westfield St,1,Bridgewater MA,2,
2024-10-26,Whitworth,1,Linfield,0,
2024-10-26,Catholic,4,Wilkes,0,
2024-10-26,George Fox,0,Willamette,0,
2024-10-26,College of NJ,4,Wm Paterson,0,
2024-10-26,Williams,3,CT College,0,
2024-10-26,IL Tech,9,WI Lutheran,0,
2024-10-26,WI Eau Claire,0,WI LaCrosse,3,
2024-10-26,WI River Falls,0,WI Oshkosh,1,
2024-10-26,WI Platteville,1,WI Stevens Pt,0,
2024-10-26,WI Stout,0,WI Whitewater,2,
2024-10-26,Albright,1,York PA,5,
2024-10-26,Dubuque,2,Buena Vista,0,
2024-10-26,Cortland St,7,Buffalo St,0,
2024-10-26,Sewanee,2,Centre,1,
2024-10-26,Emmanuel MA,1,Albertus Magnus,0,
2024-10-26,City Col NY,13,Medgar Evers,0,
2024-10-26,Coast Guard,0,Mt Holyoke,0,
2024-10-26,Alfred St,0,Pitt-Greensburg,1,
2024-10-26,Belhaven MS,3,Covenant,1,
2024-10-26,Columbia Intl,3,Bob Jones,0,
2024-10-26,E Connecticut,4,MA Dartmouth,0,
2024-10-26,Elizabethtown,4,Goucher,0,
2024-10-26,King's PA,0,FDU Madison,3,
2024-10-26,Mary Washington,2,Frank & Marsh,0,
2024-10-26,Geneseo St,6,SUNY Poly,0,
2024-10-26,Gettysburg,2,Bryn Mawr,1,
2024-10-26,Hilbert,2,La Roche,2,
2024-10-26,ME Farmington,2,Husson,4,
2024-10-26,John Carroll,2,Wilmington OH,1,
2024-10-26,John Jay,6,Lehman,1,
2024-10-26,Kean,2,Rutgers-Camden,2,
2024-10-26,Keuka,1,St John Fisher,3,
2024-10-26,PSU-Brandywine,0,Lancaster Bib,8,
2024-10-26,Shenandoah,0,Lynchburg,1,
2024-10-26,Edgewood,1,Marian WI,1,
2024-10-26,M Hardin-Baylor,0,Hardin-Simmons,1,
2024-10-26,Marymount VA,4,Centenary NJ,0,
2024-10-26,Marywood,10,Pratt Inst,0,
2024-10-26,McDaniel,3,Swarthmore,2,
2024-10-26,Babson,1,Salve Regina,0,
2024-10-26,Bates,0,Middlebury,2,
2024-10-26,Montclair St,1,R Stockton,0,
2024-10-26,N England Col,1,Regis MA,7,
2024-10-26,Berry,4,Oglethorpe,0,
2024-10-26,SUNY New Paltz,4,Oswego St,0,
2024-10-26,Penn Col Tech,5,Bryn Athyn,1,
2024-10-26,Keene St,0,RI College,0,
2024-10-26,Elms,0,Rivier,0,
2024-10-26,Rutgers-Newark,1,NJ City,2,
2024-10-26,Bethel MN,1,Gust Adolphus,3,
2024-10-26,Salem NC,1,Meredith,4,
